name,cuisine,price,link,main_cuisine,rating,cost_for_two
Dill's Chawla Restaurant - Since 1998,"North Indian, Mughlai, Chinese, Fast Food",400,https://www.zomato.com/gwalior/dills-chawla-restaurant-since-1998-lashkar/info,North Indian,3.2,₹400 for two people (approx.)
Gwalior Darbar,"North Indian, Chinese, Street Food",250,https://www.zomato.com/gwalior/gwalior-darbar-lashkar/info,North Indian,3.4,₹250 for two people (approx.)
Happy Da Pizza & Patties Cafe,"Pizza, Fast Food, Street Food",350,https://www.zomato.com/gwalior/happy-da-pizza-patties-cafe-anand-nagar/info,Pizza,3.6,₹350 for two people (approx.)
Braj Ki Rasoi & Restaurant,North Indian,350,https://www.zomato.com/gwalior/braj-ki-rasoi-restaurant-shinde-ki-chhawani/info,North Indian,4,₹350 for two people (approx.)
F & C Bakery,"Bakery, Fast Food, Sandwich, Pizza, North Indian",350,https://www.zomato.com/gwalior/f-c-bakery-lashkar/info,Bakery,3.2,₹350 for two people (approx.)
Hot Pizza,"Pizza, Fast Food",300,https://www.zomato.com/gwalior/hot-pizza-thatipur/info,Pizza,3.5,₹300 for two people (approx.)
Kaptain's Kitchen,"Fast Food, Chinese",300,https://www.zomato.com/gwalior/kaptains-kitchen-morar/info,Fast Food,4.1,₹300 for two people (approx.)
Cantine Bistro,"Coffee, Shake, Burger, Street Food, Pasta, Sandwich, Pizza, Fast Food",250,https://www.zomato.com/gwalior/cantine-bistro-deen-dayal-nagar/info,Coffee,3.5,₹250 for two people (approx.)
K Cube Restaurant,"South Indian, Chinese, North Indian, Street Food, Fast Food, Beverages",300,https://www.zomato.com/gwalior/k-cube-restaurant-lashkar/info,South Indian,3.7,₹300 for two people (approx.)
Chai Premier League,"Fast Food, Pizza, Beverages, Tea, Shake, Sandwich, Burger",300,https://www.zomato.com/gwalior/chai-premier-league-thatipur/info,Fast Food,3.3,₹300 for two people (approx.)
Aarya South Indian Jayka,South Indian,200,https://www.zomato.com/gwalior/aarya-south-indian-jayka-ghosipura/info,South Indian,3.5,₹200 for two people (approx.)
Sweet & Salt Restaurant,"North Indian, Fast Food, Chinese, South Indian, Desserts, Beverages",500,https://www.zomato.com/gwalior/sweet-salt-restaurant-1-morar/info,North Indian,3.1,₹500 for two people (approx.)
Relish Bakers,"Bakery, Desserts, Fast Food, Pizza, Burger, Beverages",500,https://www.zomato.com/gwalior/relish-bakers-mahalgaon/info,Bakery,3,₹500 for two people (approx.)
The Metro Food Junction,"Chinese, Fast Food",250,https://www.zomato.com/gwalior/the-metro-food-junction-1-lashkar/info,Chinese,3.3,₹250 for two people (approx.)
Virasat 'E' Punjab,"North Indian, Chinese, Sandwich, Desserts, Beverages",,https://www.zomato.com/gwalior/virasat-e-punjab-1-gulmohar-city/info,North Indian,-,"₹1,100 for two people (approx.)"
Foodeee Hub.Com Cafe And Family Restaurant,"Chinese, North Indian, Rolls, Burger, Pasta, Pizza, Street Food, Beverages",300,https://www.zomato.com/gwalior/foodeee-hub-com-cafe-and-family-restaurant-lohamandi/info,Chinese,3.5,₹300 for two people (approx.)
Bleu,"Bakery, Fast Food, Beverages",250,https://www.zomato.com/gwalior/bleu-2-city-center/info,Bakery,-,₹250 for two people (approx.)
NH-44 Cafe,"Chinese, Fast Food, Pizza, Pasta, Sandwich, Street Food, Shake, Beverages",400,https://www.zomato.com/gwalior/nh-44-cafe-1-deen-dayal-nagar/info,Chinese,3.4,₹400 for two people (approx.)
Gurudev Parcel Counter,"North Indian, Pizza, Chinese",150,https://www.zomato.com/gwalior/gurudev-parcel-counter-madhav-ganj/info,North Indian,3.4,₹150 for two people (approx.)
Atithi Bhoj Restaurant,North Indian,300,https://www.zomato.com/gwalior/atithi-bhoj-restaurant-shinde-ki-chhawani/info,North Indian,3.6,₹300 for two people (approx.)
Rishav Pizza Cafe,"Pizza, Fast Food, Burger, Sandwich",300,https://www.zomato.com/gwalior/rishav-pizza-cafe-madhav-ganj/info,Pizza,3.3,₹300 for two people (approx.)
Hut-k Cafe,"Chinese, Pizza, Burger, Sandwich, Fast Food, Shake, Beverages",250,https://www.zomato.com/gwalior/hut-k-cafe-madhav-ganj/info,Chinese,3.4,₹250 for two people (approx.)
V Rasoi Restaurant,"North Indian, South Indian, Chinese, Street Food, Fast Food",400,https://www.zomato.com/gwalior/v-rasoi-restaurant-birla-nagar/info,North Indian,3.2,₹400 for two people (approx.)
Handi - Hotel Banjara,"North Indian, Chinese, Pasta, Desserts, Fast Food, Street Food, Beverages",400,https://www.zomato.com/gwalior/handi-hotel-banjara-lashkar/info,North Indian,3.1,₹400 for two people (approx.)
The Royal Maharaja Restaurant & Cafe,"Rolls, Fast Food, Shake",250,https://www.zomato.com/gwalior/the-royal-maharaja-restaurant-cafe-city-center/info,Rolls,3.9,₹250 for two people (approx.)
Shri Siddhi Vinayak Restaurant,North Indian,300,https://www.zomato.com/gwalior/shri-siddhi-vinayak-restaurant-shinde-ki-chhawani/info,North Indian,3.3,₹300 for two people (approx.)
Shree Balaji Sweet Bakery Restaurant,"Mithai, Desserts, North Indian, Street Food, Chinese, Pizza, Fast Food, Beverages",400,https://www.zomato.com/gwalior/shree-balaji-sweet-bakery-restaurant-1-deen-dayal-nagar/info,Mithai,3.5,₹400 for two people (approx.)
Burger House,"Burger, Wraps, Fast Food, Sandwich, Beverages",350,https://www.zomato.com/gwalior/burger-house-shinde-ki-chhawani/info,Burger,3.8,₹350 for two people (approx.)
Kings Pizza,"Pizza, Burger, Sandwich, Fast Food",350,https://www.zomato.com/gwalior/kings-pizza-1-vinay-nagar/info,Pizza,3.6,₹350 for two people (approx.)
Delhi-6 Ke Lajabab Parathe,North Indian,300,https://www.zomato.com/gwalior/delhi-6-ke-lajabab-parathe-shinde-ki-chhawani/info,North Indian,3.6,₹300 for two people (approx.)
Vishnu Bakery,Bakery,300,https://www.zomato.com/gwalior/vishnu-bakery-madhav-ganj/info,Bakery,3.8,₹300 for two people (approx.)
Sugar Palm Hotel,"North Indian, Mughlai, Chinese, Fast Food, Street Food",750,https://www.zomato.com/gwalior/sugar-palm-hotel-city-center/info,North Indian,-,₹750 for two people (approx.)
Little Gwalior Cafe Restaurant,"Fast Food, Street Food, Chinese, North Indian, South Indian, Rolls, Desserts, Beverages",400,https://www.zomato.com/gwalior/little-gwalior-cafe-restaurant-lashkar/info,Fast Food,2.3,₹400 for two people (approx.)
The Graduate Chill Point,"Fast Food, Street Food, Shake, Beverages, Ice Cream",250,https://www.zomato.com/gwalior/the-graduate-chill-point-gulmohar-city/info,Fast Food,3.9,₹250 for two people (approx.)
Sat Sahib Fast Food Corner,"Fast Food, North Indian",350,https://www.zomato.com/gwalior/sat-sahib-fast-food-corner-deen-dayal-nagar/info,Fast Food,3.5,₹350 for two people (approx.)
Taste Of Chambal,"North Indian, Biryani",350,https://www.zomato.com/gwalior/taste-of-chambal-1-deen-dayal-nagar/info,North Indian,-,₹350 for two people (approx.)
Frontier Restaurent & Parcel Counter,North Indian,400,https://www.zomato.com/gwalior/frontier-restaurent-parcel-counter-lashkar/info,North Indian,3.3,₹400 for two people (approx.)
Dr Burger,"Burger, Momos, Sandwich, Pizza, Street Food, Shake, Beverages",300,https://www.zomato.com/gwalior/dr-burger-morar/info,Burger,3.3,₹300 for two people (approx.)
Bento Caafe,"Chinese, Pizza, Burger, Fast Food, Sichuan, Street Food, Shake, Beverages",250,https://www.zomato.com/gwalior/bento-caafe-birla-nagar/info,Chinese,-,₹250 for two people (approx.)
Shivaay Restaurant,"North Indian, Chinese, Salad",500,https://www.zomato.com/gwalior/shivaay-restaurant-kala-saiyad/info,North Indian,3.5,₹500 for two people (approx.)
Vansi Fast Food,"Fast Food, South Indian, Pizza, Street Food, Chinese",200,https://www.zomato.com/gwalior/vansi-fast-food-anand-nagar/info,Fast Food,3.6,₹200 for two people (approx.)
Kaurav Sweets,Mithai,300,https://www.zomato.com/gwalior/kaurav-sweets-naya-bazaar/info,Mithai,3.2,₹300 for two people (approx.)
Chit Chat Cafe,"Fast Food, Pizza, Momos, Beverages",250,https://www.zomato.com/gwalior/chit-chat-cafe-deen-dayal-nagar/info,Fast Food,2.5,₹250 for two people (approx.)
Bhakti Bhojnalaya & Family Restaurant,North Indian,350,https://www.zomato.com/gwalior/bhakti-bhojnalaya-family-restaurant-deen-dayal-nagar/info,North Indian,3.3,₹350 for two people (approx.)
S And V,"Chinese, Pizza, Sandwich, Fast Food, Street Food, Beverages",400,https://www.zomato.com/gwalior/s-and-v-lashkar/info,Chinese,3.4,₹400 for two people (approx.)
Lazeez Cafe & Restro,"North Indian, Chinese",650,https://www.zomato.com/gwalior/lazeez-cafe-restro-lashkar/info,North Indian,3,₹650 for two people (approx.)
The Kings Inn,"North Indian, Chinese",300,https://www.zomato.com/gwalior/the-kings-inn-vinay-nagar/info,North Indian,3.3,₹300 for two people (approx.)
La' Atmos,"Pasta, Fast Food, Pizza, Sandwich, Shake, Beverages, Desserts",700,https://www.zomato.com/gwalior/la-atmos-city-center/info,Pasta,3,₹700 for two people (approx.)
Silver Spoon Restaurant,"North Indian, Chinese, Fast Food",300,https://www.zomato.com/gwalior/silver-spoon-restaurant-city-center/info,North Indian,-,₹300 for two people (approx.)
Shree Jodhana Misthan Bhandaar,"Mithai, Street Food",200,https://www.zomato.com/gwalior/shree-jodhana-misthan-bhandaar-lashkar/info,Mithai,-,₹200 for two people (approx.)
Bhog Raj Namkeen,Fast Food,250,https://www.zomato.com/gwalior/bhog-raj-namkeen-anand-nagar/info,Fast Food,3.3,₹250 for two people (approx.)
Vital Restaurant,"Biryani, North Indian",350,https://www.zomato.com/gwalior/vital-restaurant-birla-nagar/info,Biryani,3.2,₹350 for two people (approx.)
Ajanta Restaurant,"North Indian, Mughlai",500,https://www.zomato.com/gwalior/ajanta-restaurant-city-center/info,North Indian,2.7,₹500 for two people (approx.)
The Taste Of Chambal,"Fast Food, Chinese, North Indian, Shake, Beverages",400,https://www.zomato.com/gwalior/the-taste-of-chambal-2-vinay-nagar/info,Fast Food,3.2,₹400 for two people (approx.)
Punjab Da Tadka,"Chinese, Kebab",300,https://www.zomato.com/gwalior/punjab-da-tadka-mahalgaon/info,Chinese,3.2,₹300 for two people (approx.)
Choice Fast Food,"North Indian, Fast Food, Chinese, South Indian",300,https://www.zomato.com/gwalior/choice-fast-food-lashkar/info,North Indian,3.6,₹300 for two people (approx.)
Spicy Indian Cafe & Restaurant,"North Indian, Chinese, Fast Food",400,https://www.zomato.com/gwalior/spicy-indian-cafe-restaurant-naya-bazaar/info,North Indian,3.3,₹400 for two people (approx.)
Devki Grand,"North Indian, Biryani, Chinese, Kebab, Fast Food, Street Food, Sandwich",,https://www.zomato.com/gwalior/devki-grand-2-gulmohar-city/info,North Indian,-,"₹1,000 for two people (approx.)"
Fukrey Back Bencher,"South Indian, Pizza, Sandwich, Fast Food, Street Food, Chinese, Shake, Beverages",200,https://www.zomato.com/gwalior/fukrey-back-bencher-morar/info,South Indian,3.3,₹200 for two people (approx.)
Maharaja Restaurant Veg & Non Veg,"North Indian, Mughlai, Biryani",400,https://www.zomato.com/gwalior/maharaja-restaurant-veg-non-veg-deen-dayal-nagar/info,North Indian,-,₹400 for two people (approx.)
Shri Ram Bhojalaya - Pinku Da Dhaba,North Indian,250,https://www.zomato.com/gwalior/shri-ram-bhojalaya-pinku-da-dhaba-deen-dayal-nagar/info,North Indian,3.1,₹250 for two people (approx.)
The Sandwich Hub,"Sandwich, Rolls, Fast Food, Beverages",350,https://www.zomato.com/gwalior/the-sandwich-hub-shinde-ki-chhawani/info,Sandwich,3.3,₹350 for two people (approx.)
Jodhpur Wala Restaurant,"Street Food, Fast Food, Chinese, North Indian, Pizza, Shake, South Indian",400,https://www.zomato.com/gwalior/jodhpur-wala-restaurant-morar/info,Street Food,2.9,₹400 for two people (approx.)
Agrawal Family Restaurant,"North Indian, Chinese, Mughlai, Fast Food, Street Food, South Indian, Desserts, Beverages",400,https://www.zomato.com/gwalior/agrawal-family-restaurant-lashkar/info,North Indian,3.3,₹400 for two people (approx.)
Asgardian The Party World,"Fast Food, Chinese",200,https://www.zomato.com/gwalior/asgardian-the-party-world-vinay-nagar/info,Fast Food,3.4,₹200 for two people (approx.)
Sohan Dairy and Sweets,Mithai,500,https://www.zomato.com/gwalior/sohan-dairy-and-sweets-lashkar/info,Mithai,-,₹500 for two people (approx.)
Swastik Restaurant,"North Indian, Chinese, Desserts, Beverages",500,https://www.zomato.com/gwalior/swastik-restaurant-shinde-ki-chhawani/info,North Indian,2.7,₹500 for two people (approx.)
Ambika Hotel,"North Indian, Rolls",400,https://www.zomato.com/gwalior/ambika-hotel-thatipur/info,North Indian,3.4,₹400 for two people (approx.)
Blueberry Restaurant,"North Indian, South Indian, Chinese, Fast Food, Street Food, Desserts",500,https://www.zomato.com/gwalior/blueberry-restaurant-morar/info,North Indian,3.6,₹500 for two people (approx.)
Punjab Di Kitchen,"North Indian, South Indian, Chinese, Fast Food",300,https://www.zomato.com/gwalior/punjab-di-kitchen-lashkar/info,North Indian,2.9,₹300 for two people (approx.)
Arora's Cafe & Restro,"North Indian, Fast Food, Chinese, Beverages",300,https://www.zomato.com/gwalior/aroras-cafe-restro-thatipur/info,North Indian,2.8,₹300 for two people (approx.)
Gurukirpa Restaurant,North Indian,400,https://www.zomato.com/gwalior/gurukirpa-restaurant-thatipur/info,North Indian,2.9,₹400 for two people (approx.)
Cute Couple Cafe,"Chinese, Fast Food, Street Food, Beverages, Shake",300,https://www.zomato.com/gwalior/cute-couple-cafe-morar/info,Chinese,-,₹300 for two people (approx.)
Pizza Crunchy Cafe Burger,"Pizza, Fast Food",300,https://www.zomato.com/gwalior/pizza-crunchy-cafe-burger-3-prasad-nagar/info,Pizza,3.3,₹300 for two people (approx.)
Food Zo,"Fast Food, Chinese, Sandwich, Momos, Beverages",250,https://www.zomato.com/gwalior/food-zo-naya-bazaar/info,Fast Food,3.2,₹250 for two people (approx.)
Bikanervala,"Mithai, North Indian, South Indian, Street Food, Fast Food, Juices, Beverages",500,https://www.zomato.com/gwalior/bikanervala-city-center/info,Mithai,3.3,₹500 for two people (approx.)
Pizza Central,Pizza,300,https://www.zomato.com/gwalior/pizza-central-morar/info,Pizza,3.2,₹300 for two people (approx.)
845 Caffetrow,"Chinese, Fast Food, Street Food, Beverages",250,https://www.zomato.com/gwalior/845-caffetrow-city-center/info,Chinese,2.6,₹250 for two people (approx.)
Shahi Sweets,"Mithai, Street Food, Desserts",400,https://www.zomato.com/gwalior/shahi-sweets-1-city-center/info,Mithai,-,₹400 for two people (approx.)
Jain's Sita Rasoi,"North Indian, Chinese, Fast Food",450,https://www.zomato.com/gwalior/jains-sita-rasoi-morar/info,North Indian,3.3,₹450 for two people (approx.)
Waffles Pizza Company,"Fast Food, Pizza, Desserts",400,https://www.zomato.com/gwalior/waffles-pizza-company-lashkar/info,Fast Food,2.8,₹400 for two people (approx.)
Nescafe,"Cafe, Pizza, Burger, Pasta, Sandwich, Fast Food, Shake, Beverages",500,https://www.zomato.com/gwalior/nescafe-morar/info,Cafe,-,₹500 for two people (approx.)
Cakes And Cravings,"Bakery, Desserts, Street Food, Fast Food",300,https://www.zomato.com/gwalior/cakes-and-cravings-mahalgaon/info,Bakery,-,₹300 for two people (approx.)
Alfredo's Pizza,"Pizza, Burger, Fast Food",300,https://www.zomato.com/gwalior/alfredos-pizza-lashkar/info,Pizza,3.2,₹300 for two people (approx.)
Indian Shake,"Fast Food, Juices",250,https://www.zomato.com/gwalior/indian-shake-city-center/info,Fast Food,3,₹250 for two people (approx.)
Maggi Adda,"Fast Food, Street Food, Sandwich",200,https://www.zomato.com/gwalior/maggi-adda-lashkar/info,Fast Food,-,₹200 for two people (approx.)
One Bite,"Burger, Pizza, Fast Food, Waffle, Beverages",300,https://www.zomato.com/gwalior/one-bite-deen-dayal-nagar/info,Burger,-,₹300 for two people (approx.)
Haridwar Chotiwala,"North Indian, Chinese, Biryani, Beverages",450,https://www.zomato.com/gwalior/haridwar-chotiwala-lashkar/info,North Indian,-,₹450 for two people (approx.)
Shri Ram Dabeli Center,"Maharashtrian, Street Food",100,https://www.zomato.com/gwalior/shri-ram-dabeli-center-shinde-ki-chhawani/info,Maharashtrian,-,₹100 for two people (approx.)
King Uncle,"Chinese, Pizza, Sandwich, Burger",500,https://www.zomato.com/gwalior/king-uncle-lashkar/info,Chinese,-,₹500 for two people (approx.)
Biryani Queen,"Biryani, Rolls, Kebab, Beverages",,https://www.zomato.com/gwalior/biryani-queen-birla-nagar/info,Biryani,-,"₹1,000 for two people (approx.)"
Momo Mafia,"Momos, Burger, Sandwich, Street Food",400,https://www.zomato.com/gwalior/momo-mafia-city-center/info,Momos,-,₹400 for two people (approx.)
Shri Achleshwar Restaurant,"North Indian, Pizza, Chinese",400,https://www.zomato.com/gwalior/shri-achleshwar-restaurant-1-lashkar/info,North Indian,-,₹400 for two people (approx.)
The Rolls King,"Rolls, Chinese, Fast Food",150,https://www.zomato.com/gwalior/the-rolls-king-vinay-nagar/info,Rolls,-,₹150 for two people (approx.)
Shree Khatu Shyam Family Restaurant,"North Indian, Chinese, Pizza, Salad, Fast Food, South Indian, Ice Cream, Shake",350,https://www.zomato.com/gwalior/shree-khatu-shyam-family-restaurant-deen-dayal-nagar/info,North Indian,-,₹350 for two people (approx.)
Momo Mafia,"Fast Food, Momos, Beverages",200,https://www.zomato.com/gwalior/momo-mafia-vinay-nagar/info,Fast Food,-,₹200 for two people (approx.)
Angutha Chaap,"North Indian, Biryani, Rolls",250,https://www.zomato.com/gwalior/angutha-chaap-thatipur/info,North Indian,-,₹250 for two people (approx.)
Satkar Family Restaurant,North Indian,250,https://www.zomato.com/gwalior/satkar-family-restaurant-deen-dayal-nagar/info,North Indian,-,₹250 for two people (approx.)
Dark Bite Cafe & Restaurant,"Chinese, North Indian, Continental, Italian, Street Food, Ice Cream, Shake, Beverages",500,https://www.zomato.com/gwalior/dark-bite-cafe-restaurant-vinay-nagar/info,Chinese,-,₹500 for two people (approx.)
Ace Cafe,"North Indian, Chinese, Fast Food, Street Food, Beverages",300,https://www.zomato.com/gwalior/ace-cafe-shinde-ki-chhawani/info,North Indian,-,₹300 for two people (approx.)
Candle Light Cafe & Resto,"North Indian, Chinese, Fast Food, Continental, Sandwich, Rolls, Shake, Beverages",550,https://www.zomato.com/gwalior/candle-light-cafe-resto-city-center/info,North Indian,-,₹550 for two people (approx.)
MP07 Cafe And Restaurant,"North Indian, Chinese, Ice Cream",300,https://www.zomato.com/gwalior/mp07-cafe-and-restaurant-city-center/info,North Indian,-,₹300 for two people (approx.)
Foody's Theka,"Pizza, Sandwich, Burger, Shake, Beverages",150,https://www.zomato.com/gwalior/foodys-theka-birla-nagar/info,Pizza,-,₹150 for two people (approx.)
Kushwah Fast Food Center,"Fast Food, Chinese, South Indian, Momos, Street Food",200,https://www.zomato.com/gwalior/kushwah-fast-food-center-city-center/info,Fast Food,-,₹200 for two people (approx.)
Pragyan Chinese Food,"Chinese, South Indian, Fast Food",300,https://www.zomato.com/gwalior/pragyan-chinese-food-lashkar/info,Chinese,3.7,₹300 for two people (approx.)
Shukla Tiffin Center And Mess,"North Indian, Chinese",300,https://www.zomato.com/gwalior/shukla-tiffin-center-and-mess-mahalgaon/info,North Indian,-,₹300 for two people (approx.)
Masala Junction,"North Indian, Chinese, Biryani, Pizza, Fast Food, Street Food, Desserts, Beverages",400,https://www.zomato.com/gwalior/masala-junction-city-center/info,North Indian,-,₹400 for two people (approx.)
Balaji Soya Chaap Corner,"North Indian, Fast Food, Beverages",250,https://www.zomato.com/gwalior/balaji-soya-chaap-corner-1-prasad-nagar/info,North Indian,-,₹250 for two people (approx.)
F3 - Food Court,"North Indian, Chinese, South Indian, Pizza, Fast Food, Desserts, Shake, Beverages",450,https://www.zomato.com/gwalior/f3-food-court-lashkar/info,North Indian,-,₹450 for two people (approx.)
Magpie Inn Resort,"North Indian, Chinese",400,https://www.zomato.com/gwalior/magpie-inn-resort-gulmohar-city/info,North Indian,-,₹400 for two people (approx.)
The Black Sqaure,"Pizza, Burger, Pasta",350,https://www.zomato.com/gwalior/the-black-sqaure-naya-bazaar/info,Pizza,-,₹350 for two people (approx.)
Krishna Bakers & Fast Food,"Bakery, Fast Food",200,https://www.zomato.com/gwalior/krishna-bakers-fast-food-ghosipura/info,Bakery,-,₹200 for two people (approx.)
Cafe Brew Together,"Pizza, Sandwich, Italian, Chinese, Fast Food, South Indian, Shake, Beverages",600,https://www.zomato.com/gwalior/cafe-brew-together-city-center/info,Pizza,-,₹600 for two people (approx.)
Foodology,"Pizza, Burger, Fast Food, Chinese, South Indian, Street Food, Beverages",200,https://www.zomato.com/gwalior/foodology-city-center/info,Pizza,-,₹200 for two people (approx.)
Hotel Manglam Inn,"North Indian, Chinese, Beverages",,https://www.zomato.com/gwalior/hotel-manglam-inn-thatipur/info,North Indian,-,"₹1,000 for two people (approx.)"
Karwaan - Restro & Cafe,"Pizza, Fast Food, Chinese, Street Food, Tea, Coffee, Shake",300,https://www.zomato.com/gwalior/karwaan-restro-cafe-city-center/info,Pizza,-,₹300 for two people (approx.)
Tea Lobby Cafe,"Street Food, Pizza, Beverages, Fast Food, Sandwich, Pasta, Burger",200,https://www.zomato.com/gwalior/tea-lobby-cafe-birla-nagar/info,Street Food,-,₹200 for two people (approx.)
Madrasi Dosa,South Indian,250,https://www.zomato.com/gwalior/madrasi-dosa-shinde-ki-chhawani/info,South Indian,-,₹250 for two people (approx.)
Avadh Food,"Biryani, Kebab, Rolls",150,https://www.zomato.com/gwalior/avadh-food-city-center/info,Biryani,-,₹150 for two people (approx.)
Beeda Paan,Paan,100,https://www.zomato.com/gwalior/beeda-paan-lashkar/info,Paan,-,₹100 for two people (approx.)
Poonam Sweet And Snacks,"Mithai, Fast Food",100,https://www.zomato.com/gwalior/poonam-sweet-and-snacks-deen-dayal-nagar/info,Mithai,-,₹100 for two people (approx.)
Dai Chinese Corner,"Chinese, Sandwich, Fast Food, South Indian, Beverages, Street Food",300,https://www.zomato.com/gwalior/dai-chinese-corner-shinde-ki-chhawani/info,Chinese,-,₹300 for two people (approx.)
Uncle Ka Panjabi Tadka,North Indian,300,https://www.zomato.com/gwalior/uncle-ka-panjabi-tadka-morar/info,North Indian,-,₹300 for two people (approx.)
Seth Ji Ka Dhaba And Family Restaurant,"North Indian, Chinese",400,https://www.zomato.com/gwalior/seth-ji-ka-dhaba-and-family-restaurant-model-town/info,North Indian,-,₹400 for two people (approx.)
The Golden Cafee,"Fast Food, Sandwich, Pizza, Street Food, Shake, Beverages",350,https://www.zomato.com/gwalior/the-golden-cafee-naya-bazaar/info,Fast Food,-,₹350 for two people (approx.)
Where's The Food,"North Indian, Chinese, Sandwich, Pizza, Fast Food, Street Food, Tea, Beverages",300,https://www.zomato.com/gwalior/wheres-the-food-thatipur/info,North Indian,-,₹300 for two people (approx.)
Neel Shri Food Point,"North Indian, Chinese",350,https://www.zomato.com/gwalior/neel-shri-food-point-lashkar/info,North Indian,-,₹350 for two people (approx.)
Shri Hari Cafe And Restaurant,"North Indian, Burger, Sandwich, Fast Food, Street Food",350,https://www.zomato.com/gwalior/shri-hari-cafe-and-restaurant-1-vijaynagar/info,North Indian,-,₹350 for two people (approx.)
Mannat Cafe And Family Restaurant,"North Indian, South Indian, Chinese, Fast Food, Beverages",300,https://www.zomato.com/gwalior/mannat-cafe-and-family-restaurant-morar/info,North Indian,-,₹300 for two people (approx.)
Roll S Mama,"Chinese, Rolls, Momos",300,https://www.zomato.com/gwalior/roll-s-mama-city-center/info,Chinese,-,₹300 for two people (approx.)
Mayur Family Restaurant,"North Indian, Chinese, Fast Food, Street Food, Healthy Food, Beverages",200,https://www.zomato.com/gwalior/mayur-family-restaurant-lohamandi/info,North Indian,-,₹200 for two people (approx.)
Mangalam Inn Restaurant,"South Indian, Chinese, Italian, Rolls, Fast Food, Desserts, Juices, Beverages",,https://www.zomato.com/gwalior/mangalam-inn-restaurant-deen-dayal-nagar/info,South Indian,-,"₹1,000 for two people (approx.)"
Art Of Momo,Momos,150,https://www.zomato.com/gwalior/art-of-momo-thatipur/info,Momos,-,₹150 for two people (approx.)
The Pakhras Waffles,Waffle,300,https://www.zomato.com/gwalior/the-pakhras-waffles-lashkar/info,Waffle,-,₹300 for two people (approx.)
Cafe TCFC,"Cafe, Fast Food, Sandwich, Pizza, Street Food, Desserts, Beverages, Shake",600,https://www.zomato.com/gwalior/cafe-tcfc-lashkar/info,Cafe,-,₹600 for two people (approx.)
Punjabi Royal Food,"North Indian, Chinese",250,https://www.zomato.com/gwalior/punjabi-royal-food-1-shinde-ki-chhawani/info,North Indian,-,₹250 for two people (approx.)
The Lazy Pizza,"Pizza, Street Food, Bakery",300,https://www.zomato.com/gwalior/the-lazy-pizza-lohamandi/info,Pizza,-,₹300 for two people (approx.)
Love Tea Cafe,"Sandwich, Pizza, Fast Food, Chinese, Beverages, Shake",300,https://www.zomato.com/gwalior/love-tea-cafe-vinay-nagar/info,Sandwich,-,₹300 for two people (approx.)
Hotel Raj Mohan Palace,"North Indian, Chinese, Beverages",600,https://www.zomato.com/gwalior/hotel-raj-mohan-palace-anand-nagar/info,North Indian,-,₹600 for two people (approx.)
Raja Ice Cream Parlour,"Ice Cream, Bakery, Desserts",350,https://www.zomato.com/gwalior/raja-ice-cream-parlour-lashkar/info,Ice Cream,-,₹350 for two people (approx.)
Nirmal Restaurant,"Chinese, Fast Food, North Indian, Beverages",300,https://www.zomato.com/gwalior/nirmal-restaurant-lashkar/info,Chinese,-,₹300 for two people (approx.)
Food Costa,"Pizza, Burger, Fast Food, South Indian, Biryani, Momos, Shake, Beverages",350,https://www.zomato.com/gwalior/food-costa-city-center/info,Pizza,-,₹350 for two people (approx.)
Mom's Cafe & Restaurant,"Pizza, Burger, Sandwich, Chinese, Street Food, Fast Food, Shake, Beverages",450,https://www.zomato.com/gwalior/moms-cafe-restaurant-shinde-ki-chhawani/info,Pizza,-,₹450 for two people (approx.)
The Brown Cafe,"Fast Food, Chinese, Pizza, Sandwich, Beverages",300,https://www.zomato.com/gwalior/the-brown-cafe-anand-nagar/info,Fast Food,-,₹300 for two people (approx.)
Rajwadi Taste Of Rajasthan,"Rajasthani, North Indian, Mughlai, Chinese, Street Food",400,https://www.zomato.com/gwalior/rajwadi-taste-of-rajasthan-madhav-ganj/info,Rajasthani,-,₹400 for two people (approx.)
Pizza Hot Cafe,"Pizza, Burger, Sandwich, Fast Food, Shake",150,https://www.zomato.com/gwalior/pizza-hot-cafe-shinde-ki-chhawani/info,Pizza,-,₹150 for two people (approx.)
Biriyani 07,Biryani,200,https://www.zomato.com/biriyani-07-food-truck/info,Biryani,-,₹200 for two people (approx.)
Ashok Dhaba,"North Indian, Street Food",350,https://www.zomato.com/gwalior/ashok-dhaba-1-anand-nagar/info,North Indian,-,₹350 for two people (approx.)
The Twilight Cafe,"Fast Food, Beverages, Coffee, Momos, Chinese",200,https://www.zomato.com/gwalior/the-twilight-cafe-vinay-nagar/info,Fast Food,-,₹200 for two people (approx.)
# D12 Cafe & Restaurant,"Pizza, Sandwich, Pasta, Chinese, Street Food, Fast Food, Desserts, Shake",300,https://www.zomato.com/gwalior/d12-cafe-restaurant-vinay-nagar/info,Pizza,-,₹300 for two people (approx.)
Apna Family Restaurant,"North Indian, Mughlai, Chinese, Fast Food, Street Food, Ice Cream, Desserts, Beverages",400,https://www.zomato.com/gwalior/apna-family-restaurant-birla-nagar/info,North Indian,-,₹400 for two people (approx.)
Kukduu Kuuu ...,"North Indian, BBQ, Biryani",450,https://www.zomato.com/gwalior/kukduu-kuuu-shinde-ki-chhawani/info,North Indian,-,₹450 for two people (approx.)
